,iteration,train_loss,test_loss
0,0.0,10.882892608642578,10.880738258361816
1,500.0,6.294331073760986,6.321470737457275
2,1000.0,4.560695648193359,4.595034122467041
3,1500.0,3.777266263961792,3.8156325817108154
4,2000.0,3.428400993347168,3.4608685970306396
5,2500.0,3.2051455974578857,3.235020399093628
6,3000.0,2.9909424781799316,3.0662267208099365
7,3500.0,2.859544038772583,2.9227068424224854
8,4000.0,2.8016252517700195,2.864551305770874
9,4500.0,2.7059378623962402,2.8013367652893066
10,5000.0,2.614156723022461,2.722900152206421
11,5500.0,2.535825490951538,2.687898874282837
12,6000.0,2.4814701080322266,2.6211931705474854
13,6500.0,2.438260555267334,2.5786983966827393
14,7000.0,2.364996910095215,2.5442256927490234
15,7500.0,2.356191396713257,2.536778450012207
16,8000.0,2.307103157043457,2.523818254470825
17,8500.0,2.309079647064209,2.5122792720794678
18,9000.0,2.254270076751709,2.491110324859619
19,9500.0,2.239802122116089,2.477590560913086
20,10000.0,2.2226877212524414,2.443202018737793
21,10500.0,2.1893563270568848,2.464240789413452
22,11000.0,2.160417079925537,2.44049334526062
23,11500.0,2.1408329010009766,2.444866418838501
24,12000.0,2.1008830070495605,2.4290828704833984
25,12500.0,2.111050605773926,2.435041904449463
26,13000.0,2.107036828994751,2.4053685665130615
27,13500.0,2.0747597217559814,2.406670331954956
28,14000.0,2.0424153804779053,2.4007229804992676
29,14500.0,2.014289617538452,2.3950107097625732
30,15000.0,2.0321731567382812,2.4106216430664062
31,15500.0,2.0043609142303467,2.4041740894317627
32,16000.0,1.9948172569274902,2.37534236907959
33,16500.0,1.9627413749694824,2.3910837173461914
34,17000.0,1.9565054178237915,2.3825161457061768
35,17500.0,1.9230009317398071,2.3656439781188965
36,18000.0,1.9527587890625,2.347834348678589
37,18500.0,1.933171033859253,2.3950605392456055
38,19000.0,1.9232193231582642,2.3908379077911377
39,19500.0,1.8975197076797485,2.3781003952026367
40,20000.0,1.873346209526062,2.365773916244507
41,20500.0,1.8932298421859741,2.3940465450286865
42,21000.0,1.8597716093063354,2.334151268005371
43,21500.0,1.867417812347412,2.3616788387298584
44,22000.0,1.8316848278045654,2.4007959365844727
45,22500.0,1.8146694898605347,2.4089767932891846
46,23000.0,1.8279796838760376,2.3293192386627197
47,23500.0,1.8281159400939941,2.3554420471191406
48,24000.0,1.7973092794418335,2.3781638145446777
49,24500.0,1.7898492813110352,2.384728193283081
50,25000.0,1.7908596992492676,2.3810012340545654
51,25500.0,1.8011298179626465,2.3661980628967285
52,26000.0,1.785683035850525,2.3842406272888184
53,26500.0,1.778212547302246,2.3897528648376465
54,27000.0,1.758209228515625,2.404174327850342
55,27500.0,1.7274489402770996,2.4004220962524414
56,28000.0,1.7441967725753784,2.3805952072143555
57,28500.0,1.727521538734436,2.436084032058716
58,29000.0,1.7239580154418945,2.3801419734954834
59,29500.0,1.696169376373291,2.3740828037261963
60,30000.0,1.6975613832473755,2.383633613586426
61,30500.0,1.7085425853729248,2.3851895332336426
62,31000.0,1.6898131370544434,2.4011270999908447
63,31500.0,1.6803196668624878,2.3635506629943848
64,32000.0,1.6802154779434204,2.4079396724700928
65,32500.0,1.6827234029769897,2.4012482166290283
66,33000.0,1.66547429561615,2.3842172622680664
67,33500.0,1.6603320837020874,2.4377410411834717
68,34000.0,1.6312752962112427,2.4195876121520996
69,34500.0,1.6186997890472412,2.4117984771728516
70,35000.0,1.6386305093765259,2.434237003326416
71,35500.0,1.618790626525879,2.405012607574463
72,36000.0,1.6217480897903442,2.3976070880889893
73,36500.0,1.6081175804138184,2.4364163875579834
74,37000.0,1.5964313745498657,2.411295175552368
75,37500.0,1.6037465333938599,2.4109113216400146
76,38000.0,1.5880110263824463,2.4311013221740723
77,38500.0,1.5612742900848389,2.4282453060150146
78,39000.0,1.5895185470581055,2.3911852836608887
79,39500.0,1.5523661375045776,2.4265389442443848
80,40000.0,1.5676827430725098,2.4451565742492676
81,40500.0,1.5347410440444946,2.442216396331787
82,41000.0,1.5382492542266846,2.4392595291137695
83,41500.0,1.5468339920043945,2.4549684524536133
84,42000.0,1.536300539970398,2.455820083618164
85,42500.0,1.5281184911727905,2.4586524963378906
86,43000.0,1.5341804027557373,2.469876766204834
87,43500.0,1.5336294174194336,2.45031476020813
88,44000.0,1.514519453048706,2.4506072998046875
89,44500.0,1.489750623703003,2.4688150882720947
90,45000.0,1.4925589561462402,2.4919028282165527
91,45500.0,1.4816676378250122,2.4936740398406982
92,46000.0,1.4870953559875488,2.4616708755493164
93,46500.0,1.4920754432678223,2.459287643432617
94,47000.0,1.475935459136963,2.4684739112854004
95,47500.0,1.4748883247375488,2.490767240524292
96,48000.0,1.4770557880401611,2.5005176067352295
97,48500.0,1.4616132974624634,2.479604482650757
98,49000.0,1.463239312171936,2.450307607650757
99,49500.0,1.439736008644104,2.4506137371063232
100,50000.0,1.4379159212112427,2.4791831970214844
101,50500.0,1.4289567470550537,2.480950355529785
102,51000.0,1.4455087184906006,2.5260660648345947
103,51500.0,1.4281816482543945,2.474707841873169
104,52000.0,1.402847409248352,2.497605800628662
105,52500.0,1.4149718284606934,2.483004093170166
106,53000.0,1.3969286680221558,2.4652721881866455
107,53500.0,1.4035007953643799,2.4918887615203857
108,54000.0,1.3828941583633423,2.4971506595611572
109,54500.0,1.395411729812622,2.5054585933685303
110,55000.0,1.4020395278930664,2.4917421340942383
111,55500.0,1.3810168504714966,2.5097403526306152
112,56000.0,1.3845620155334473,2.55672025680542
113,56500.0,1.3739336729049683,2.549645185470581
114,57000.0,1.3848998546600342,2.5012001991271973
115,57500.0,1.3620285987854004,2.5308988094329834
116,58000.0,1.3616323471069336,2.554248571395874
117,58500.0,1.3538072109222412,2.5322377681732178
118,59000.0,1.3378894329071045,2.518278121948242
119,59500.0,1.3176183700561523,2.5287821292877197
120,60000.0,1.331403374671936,2.493006706237793
121,60500.0,1.3231675624847412,2.5526139736175537
122,61000.0,1.324187159538269,2.5897655487060547
123,61500.0,1.3321534395217896,2.5578572750091553
124,62000.0,1.3249609470367432,2.5415470600128174
125,62500.0,1.3116317987442017,2.5638136863708496
126,63000.0,1.2853574752807617,2.5684592723846436
127,63500.0,1.3259233236312866,2.553570032119751
128,64000.0,1.3107563257217407,2.520141363143921
129,64500.0,1.2882908582687378,2.5789976119995117
130,65000.0,1.2934373617172241,2.581277847290039
131,65500.0,1.2943083047866821,2.569462537765503
132,66000.0,1.2948634624481201,2.5815298557281494
133,66500.0,1.2686883211135864,2.5688364505767822
134,67000.0,1.256089687347412,2.5741376876831055
135,67500.0,1.280176043510437,2.555060863494873
136,68000.0,1.2772959470748901,2.6012139320373535
137,68500.0,1.2584125995635986,2.5829644203186035
138,69000.0,1.2532737255096436,2.553192377090454
139,69500.0,1.2464966773986816,2.60478138923645
140,70000.0,1.2517222166061401,2.6260550022125244
141,70500.0,1.2310656309127808,2.571234703063965
142,71000.0,1.2371512651443481,2.5692148208618164
143,71500.0,1.2245094776153564,2.6165435314178467
144,72000.0,1.234470248222351,2.621914863586426
145,72500.0,1.2301539182662964,2.606924533843994
146,73000.0,1.2132725715637207,2.6108903884887695
147,73500.0,1.2179832458496094,2.593531847000122
148,74000.0,1.19685697555542,2.5814037322998047
149,74500.0,1.207147479057312,2.633897304534912
150,75000.0,1.1897469758987427,2.613024950027466
151,75500.0,1.1814290285110474,2.614684820175171
