,iteration,train_loss,test_loss
0,0.0,10.862239837646484,10.862323760986328
1,500.0,6.317380905151367,6.328368663787842
2,1000.0,4.5435051918029785,4.546400547027588
3,1500.0,3.8213584423065186,3.801347017288208
4,2000.0,3.4213364124298096,3.447000026702881
5,2500.0,3.190622329711914,3.1999664306640625
6,3000.0,3.0639734268188477,3.0676827430725098
7,3500.0,2.947678327560425,2.9515578746795654
8,4000.0,2.8128087520599365,2.8197133541107178
9,4500.0,2.7323694229125977,2.739176034927368
10,5000.0,2.6883795261383057,2.675250768661499
11,5500.0,2.6254003047943115,2.618499994277954
12,6000.0,2.558946132659912,2.60739803314209
13,6500.0,2.544891119003296,2.5335962772369385
14,7000.0,2.5302767753601074,2.517322301864624
15,7500.0,2.48636531829834,2.4808053970336914
16,8000.0,2.448442220687866,2.470609188079834
17,8500.0,2.4067723751068115,2.450618267059326
18,9000.0,2.42891001701355,2.4271066188812256
19,9500.0,2.405252456665039,2.3986949920654297
20,10000.0,2.3704183101654053,2.3908591270446777
21,10500.0,2.3613200187683105,2.392550468444824
22,11000.0,2.342775583267212,2.3635101318359375
23,11500.0,2.312026262283325,2.333754539489746
24,12000.0,2.298950672149658,2.328421115875244
25,12500.0,2.2838850021362305,2.3091177940368652
26,13000.0,2.2927091121673584,2.294443368911743
27,13500.0,2.296387195587158,2.28899884223938
28,14000.0,2.241117477416992,2.3028135299682617
29,14500.0,2.278148889541626,2.253085136413574
30,15000.0,2.2516133785247803,2.2443535327911377
31,15500.0,2.2484545707702637,2.2405076026916504
32,16000.0,2.2280309200286865,2.243818998336792
33,16500.0,2.211570978164673,2.2323691844940186
34,17000.0,2.2194278240203857,2.2256221771240234
35,17500.0,2.228670120239258,2.2253358364105225
36,18000.0,2.207448720932007,2.2325289249420166
37,18500.0,2.2117278575897217,2.213357448577881
38,19000.0,2.1823370456695557,2.1919820308685303
39,19500.0,2.1820414066314697,2.1813058853149414
40,20000.0,2.1757311820983887,2.1737120151519775
41,20500.0,2.173764705657959,2.172935962677002
42,21000.0,2.178086280822754,2.1814582347869873
43,21500.0,2.1607139110565186,2.1811041831970215
44,22000.0,2.183413028717041,2.1641287803649902
45,22500.0,2.155791759490967,2.1525752544403076
46,23000.0,2.157649517059326,2.1327524185180664
47,23500.0,2.183875322341919,2.1398746967315674
48,24000.0,2.1542282104492188,2.14005446434021
49,24500.0,2.137817621231079,2.137131690979004
50,25000.0,2.1335418224334717,2.1284587383270264
51,25500.0,2.150996446609497,2.1473891735076904
52,26000.0,2.1111373901367188,2.1331067085266113
53,26500.0,2.1037065982818604,2.127474069595337
54,27000.0,2.0975732803344727,2.1317920684814453
55,27500.0,2.1031181812286377,2.0996932983398438
56,28000.0,2.1214439868927,2.1358916759490967
57,28500.0,2.1078484058380127,2.1172428131103516
58,29000.0,2.107048273086548,2.0978055000305176
59,29500.0,2.1383790969848633,2.0822744369506836
60,30000.0,2.0915873050689697,2.1098434925079346
61,30500.0,2.115039825439453,2.093419313430786
62,31000.0,2.077206611633301,2.1065714359283447
63,31500.0,2.0667929649353027,2.0814919471740723
64,32000.0,2.0725457668304443,2.088287115097046
65,32500.0,2.1105055809020996,2.0863142013549805
66,33000.0,2.0702316761016846,2.104556083679199
67,33500.0,2.0940113067626953,2.072829246520996
68,34000.0,2.0760016441345215,2.0801384449005127
69,34500.0,2.0692756175994873,2.076596260070801
70,35000.0,2.051948070526123,2.0658693313598633
71,35500.0,2.0552978515625,2.0761804580688477
72,36000.0,2.081089496612549,2.0627763271331787
73,36500.0,2.0500478744506836,2.063854217529297
74,37000.0,2.056509017944336,2.0473387241363525
75,37500.0,2.0438222885131836,2.0666396617889404
76,38000.0,2.0544216632843018,2.0559182167053223
77,38500.0,2.0483474731445312,2.0419921875
78,39000.0,2.0467474460601807,2.0522758960723877
79,39500.0,2.034846544265747,2.080061912536621
80,40000.0,2.0390214920043945,2.0526180267333984
81,40500.0,2.0376012325286865,2.064051866531372
82,41000.0,2.058495044708252,2.03920578956604
83,41500.0,2.034437894821167,2.0304720401763916
84,42000.0,2.0582802295684814,2.0429303646087646
85,42500.0,2.045595407485962,2.0551631450653076
86,43000.0,2.0159378051757812,2.0514917373657227
87,43500.0,2.031471014022827,2.0514767169952393
88,44000.0,2.0356554985046387,2.035022497177124
89,44500.0,2.021468162536621,2.0355985164642334
90,45000.0,2.0239198207855225,2.0289173126220703
91,45500.0,2.025223970413208,2.039454460144043
92,46000.0,2.0039925575256348,2.0601940155029297
93,46500.0,2.041281223297119,2.038151502609253
94,47000.0,2.0143723487854004,2.018470048904419
95,47500.0,2.0385870933532715,2.0269083976745605
96,48000.0,2.023404598236084,2.0247488021850586
97,48500.0,2.017909288406372,2.016528367996216
98,49000.0,1.9945335388183594,2.0319361686706543
99,49500.0,2.016782283782959,2.0123660564422607
100,50000.0,2.015162467956543,2.015291213989258
101,50500.0,2.002410411834717,2.013909339904785
102,51000.0,1.994334101676941,2.007427453994751
103,51500.0,2.006983518600464,2.0030503273010254
104,52000.0,1.9903769493103027,2.0173919200897217
105,52500.0,1.9745150804519653,2.007441759109497
106,53000.0,1.9926249980926514,1.9999666213989258
107,53500.0,2.021951198577881,2.022347927093506
108,54000.0,1.9851080179214478,2.0033645629882812
109,54500.0,2.0003042221069336,2.002997398376465
110,55000.0,1.9875413179397583,2.006133794784546
111,55500.0,1.983168363571167,1.9983224868774414
112,56000.0,1.979527473449707,2.015934705734253
113,56500.0,1.9861522912979126,2.015181541442871
114,57000.0,1.968519687652588,2.0022940635681152
115,57500.0,2.0055387020111084,1.957700252532959
116,58000.0,1.9600770473480225,1.9860563278198242
117,58500.0,1.9839931726455688,1.9825139045715332
118,59000.0,1.959717869758606,1.9789193868637085
119,59500.0,1.9942265748977661,1.9949450492858887
120,60000.0,1.9804339408874512,1.9978547096252441
121,60500.0,1.9524426460266113,1.966986060142517
122,61000.0,1.9795221090316772,1.9645763635635376
123,61500.0,1.9744220972061157,1.9806699752807617
124,62000.0,1.9900168180465698,1.9665117263793945
125,62500.0,1.962780475616455,1.9784361124038696
126,63000.0,1.9497103691101074,1.9805595874786377
127,63500.0,1.968289852142334,1.9821395874023438
128,64000.0,1.961755633354187,1.986372947692871
129,64500.0,1.9684611558914185,1.9755558967590332
130,65000.0,1.943784475326538,1.9885183572769165
131,65500.0,1.9848312139511108,1.9672996997833252
132,66000.0,1.9632819890975952,1.9739389419555664
133,66500.0,1.9389287233352661,1.954480767250061
134,67000.0,1.959542989730835,1.9542737007141113
135,67500.0,1.9553680419921875,1.9490652084350586
136,68000.0,1.9574666023254395,1.9746819734573364
137,68500.0,1.949302315711975,1.9638289213180542
138,69000.0,1.9528216123580933,1.9535701274871826
139,69500.0,1.9482645988464355,1.9538356065750122
