,iteration,train_loss,test_loss
0,0.0,10.840027809143066,10.8421049118042
1,500.0,6.261656284332275,6.257492542266846
2,1000.0,4.434499740600586,4.440240859985352
3,1500.0,3.761068105697632,3.8114562034606934
4,2000.0,3.4383935928344727,3.433764696121216
5,2500.0,3.210897207260132,3.2044413089752197
6,3000.0,3.0527749061584473,3.0440359115600586
7,3500.0,2.954087734222412,2.9235918521881104
8,4000.0,2.831169843673706,2.817265510559082
9,4500.0,2.734396457672119,2.7430734634399414
10,5000.0,2.6713318824768066,2.651528835296631
11,5500.0,2.578812599182129,2.6118805408477783
12,6000.0,2.5466628074645996,2.546414613723755
13,6500.0,2.5074901580810547,2.517474889755249
14,7000.0,2.4654550552368164,2.449104070663452
15,7500.0,2.4179627895355225,2.4739816188812256
16,8000.0,2.3875415325164795,2.4366652965545654
17,8500.0,2.3717386722564697,2.423375368118286
18,9000.0,2.3690783977508545,2.376328945159912
19,9500.0,2.3584442138671875,2.3626768589019775
20,10000.0,2.333447217941284,2.32930064201355
21,10500.0,2.2847886085510254,2.352884292602539
22,11000.0,2.2562448978424072,2.3068642616271973
23,11500.0,2.2604620456695557,2.3125689029693604
24,12000.0,2.2460505962371826,2.284001350402832
25,12500.0,2.2280995845794678,2.266491174697876
26,13000.0,2.213909864425659,2.254969835281372
27,13500.0,2.202853202819824,2.22160005569458
28,14000.0,2.2203714847564697,2.269412040710449
29,14500.0,2.187865734100342,2.2021608352661133
30,15000.0,2.1854162216186523,2.2222659587860107
31,15500.0,2.1383042335510254,2.1978085041046143
32,16000.0,2.140521287918091,2.17783260345459
33,16500.0,2.1457881927490234,2.1848666667938232
34,17000.0,2.1409146785736084,2.1796486377716064
35,17500.0,2.1341745853424072,2.1788876056671143
36,18000.0,2.138056993484497,2.174734115600586
37,18500.0,2.113189220428467,2.159026861190796
38,19000.0,2.116778612136841,2.1569411754608154
39,19500.0,2.098785638809204,2.168917417526245
40,20000.0,2.128044366836548,2.1357970237731934
41,20500.0,2.0911731719970703,2.14286470413208
42,21000.0,2.070236921310425,2.1317529678344727
43,21500.0,2.0656485557556152,2.120894432067871
44,22000.0,2.073295831680298,2.110424757003784
45,22500.0,2.0746381282806396,2.139293909072876
46,23000.0,2.048778772354126,2.11686110496521
47,23500.0,2.066606283187866,2.087386131286621
48,24000.0,2.0343282222747803,2.105788469314575
49,24500.0,2.046558380126953,2.0854077339172363
50,25000.0,2.0304601192474365,2.1117241382598877
51,25500.0,2.025364398956299,2.079476833343506
52,26000.0,2.0354230403900146,2.0907413959503174
53,26500.0,2.0131213665008545,2.057673454284668
54,27000.0,2.0236449241638184,2.0620691776275635
55,27500.0,2.033785104751587,2.0827176570892334
56,28000.0,2.024644136428833,2.0699710845947266
57,28500.0,2.0017635822296143,2.0550272464752197
58,29000.0,2.0208234786987305,2.0675058364868164
59,29500.0,1.990605115890503,2.0377423763275146
60,30000.0,2.0069780349731445,2.0508224964141846
61,30500.0,1.9876877069473267,2.0443124771118164
62,31000.0,2.006420612335205,2.0327322483062744
63,31500.0,1.9994189739227295,2.0209903717041016
64,32000.0,1.9808937311172485,2.0417301654815674
65,32500.0,1.9920786619186401,2.062241315841675
66,33000.0,1.9743127822875977,2.0267510414123535
67,33500.0,1.974960446357727,2.057523727416992
68,34000.0,1.9653143882751465,2.0215859413146973
69,34500.0,1.9609298706054688,2.0284202098846436
